Sales,CompPrice,Income,Advertising,Population,Price,ShelveLocBad,ShelveLocGood,ShelveLocMedium,Age,Education,Urban,US
5.58,0.7993839726443732,0.0979719601383636,-0.9832835298687163,0.899274413742557,-0.005173593355357082,0.0,0.0,1.0,1.5022119659236377,1.2248398003446133,1.0,0.0
9.64,-1.2046314452561036,-0.14805628056784145,0.5272816624404013,-1.756746677358132,-1.1513235059267455,0.0,0.0,1.0,0.8934898827331045,1.2248398003446133,1.0,1.0
3.89,-0.10565524834293881,1.292966272139931,-0.9832835298687163,-0.8461108746950387,0.07972640016844947,1.0,0.0,0.0,0.5282566328187847,0.8390634852754438,1.0,1.0
8.55,-2.3682533008112188,1.5038476213166783,2.4910164124422542,1.437377388043476,-1.0239735156410357,1.0,0.0,0.0,-1.0544207834766015,0.8390634852754438,0.0,1.0
5.04,-0.10565524834293881,1.6092882959050518,-0.9832835298687163,0.1818037813413319,1.4805762933112574,1.0,0.0,0.0,-1.1761652001147083,0.8390634852754438,1.0,0.0
9.0,0.2175730448668155,-0.21835006362675718,0.07411210474766602,-1.011681020633783,-0.005173593355357082,0.0,0.0,1.0,-0.6283153252432283,0.06751085513710493,1.0,1.0
7.58,-0.4288835415526931,-1.272756809510493,-0.9832835298687163,0.08522119621039777,-0.25987357392677674,0.0,1.0,0.0,0.5891288411378379,-0.3182654599320645,1.0,0.0
8.85,0.15292738622486465,0.8360566822569788,-0.9832835298687163,1.6305425583053441,-1.0664235124029389,0.0,0.0,1.0,0.16302338290446475,1.6106161154137828,1.0,0.0
5.93,1.6397775349897346,-1.1321692433926618,0.07411210474766602,1.492567436689724,1.4381262965493542,0.0,0.0,1.0,-1.724015074986188,1.2248398003446133,0.0,1.0
11.85,0.7347383140024224,0.44944087543294226,1.2825642585949601,1.0579458036005203,0.164626393692256,0.0,1.0,0.0,0.8326176744140512,-1.4755944051395729,1.0,1.0
8.73,0.2822187035087664,0.2737064177856529,1.4336207778258718,-1.4738976780461106,0.20707639045415926,0.0,0.0,1.0,0.9543620910521579,-0.704041775001234,1.0,1.0
6.52,0.2175730448668155,-0.9212878942159145,-0.9832835298687163,1.1338321204891113,0.07972640016844947,0.0,0.0,1.0,1.6239563825617442,-1.0898180900704033,1.0,0.0
7.02,0.3468643621507172,1.1172318144926416,-0.9832835298687163,0.23699382998758,1.268326309501741,0.0,1.0,0.0,-0.6891875335622817,-1.0898180900704033,1.0,0.0
9.32,0.6054469967185206,-1.4484912671577825,1.7357338162876954,1.3476935589933228,-0.8541735285934225,0.0,0.0,1.0,-0.2630820753289085,0.06751085513710493,0.0,1.0
6.5,-1.0753401279722017,0.02767817707944787,-0.530113972175981,-0.43908426592895905,-0.939073522117229,0.0,0.0,1.0,1.4413397576045843,0.8390634852754438,1.0,0.0
8.67,1.1226122658541275,0.16826574319727933,1.1315077393640482,-0.23212158350552872,-0.047623590117260355,0.0,0.0,1.0,1.197850924328371,0.06751085513710493,0.0,1.0
11.82,-0.7521118347624475,-0.07776249750892573,1.4336207778258718,0.34737392728007616,-1.7880734573552945,0.0,1.0,0.0,1.380467549285531,0.45328717020627435,1.0,1.0
5.32,1.7690688522736362,1.6795820789639675,-0.9832835298687163,-0.7012369969986374,1.8626262641683868,0.0,0.0,1.0,-0.8718041585194416,0.8390634852754438,1.0,0.0
3.07,-0.4288835415526931,0.519734658491858,0.9804512201331366,0.03003114756414968,-0.5145735544981963,1.0,0.0,0.0,1.3195953409664778,-1.4755944051395729,1.0,1.0
8.32,-0.17030090698488967,1.1875255975515575,1.886790335518607,1.3614910711548847,0.2919763839779658,1.0,0.0,0.0,-1.4805262417099747,-0.3182654599320645,1.0,1.0
9.14,0.6054469967185206,-0.04261560597946786,-0.9832835298687163,0.09901870837195978,-1.108873509164842,1.0,0.0,0.0,-0.750059741881335,-0.3182654599320645,1.0,0.0
7.6,1.381194900421931,-1.4836381586872405,0.6783381816713131,-0.07345019364756548,0.631576358073192,0.0,0.0,1.0,-0.8718041585194416,-1.4755944051395729,1.0,1.0
8.03,-0.6228205174785457,-1.3781974840988667,2.9441859701349897,0.8440843650963089,0.6740263548350952,0.0,0.0,1.0,-1.2370374084337614,-0.3182654599320645,1.0,1.0
11.19,-0.17030090698488967,0.02767817707944787,0.07411210474766602,0.21629756174523695,-0.47212355773629305,0.0,1.0,0.0,-0.5065709086051217,0.8390634852754438,0.0,1.0
10.21,-0.23494656562684052,-0.35893762974458865,0.2251686239785778,-0.1562352666169376,-1.108873509164842,0.0,0.0,1.0,-0.32395428364796175,-0.3182654599320645,0.0,1.0
8.98,-0.6228205174785457,-0.11290938903838359,-0.9832835298687163,-0.37699546120192995,-1.108873509164842,0.0,0.0,1.0,0.406512216180678,1.2248398003446133,0.0,0.0
12.29,1.4458405590638819,0.2034126347267372,0.9804512201331366,-0.1424377544553756,0.631576358073192,0.0,1.0,0.0,-0.08046545037174851,-1.4755944051395729,1.0,1.0
6.88,-1.851088031675612,-1.0267285688042882,-0.9832835298687163,-0.7633258017256666,-0.17497358040297017,0.0,1.0,0.0,-1.6022706583480815,0.06751085513710493,0.0,0.0
10.14,1.3165492417799802,1.785022753552341,1.4336207778258718,0.15420875701820788,-0.1325235836410669,1.0,0.0,0.0,-0.6891875335622817,-0.704041775001234,1.0,1.0
7.54,-0.6228205174785457,0.7306160076686052,-0.9832835298687163,-1.6118727996617308,0.24952638721606255,0.0,0.0,1.0,-1.724015074986188,-0.704041775001234,1.0,0.0
10.44,-0.04100958970098795,1.6444351874345098,1.4336207778258718,1.2856047542662936,-0.47212355773629305,0.0,0.0,1.0,0.5282566328187847,0.8390634852754438,0.0,1.0
5.74,-1.2046314452561036,-1.2376099179810354,2.0378468547495188,0.5681341218650685,-0.5145735544981963,0.0,0.0,1.0,0.46738442449973133,-0.704041775001234,1.0,1.0
6.71,-1.2046314452561036,0.16826574319727933,-0.9832835298687163,-0.38389421728271095,-0.9815235188791324,0.0,0.0,1.0,0.406512216180678,-0.3182654599320645,1.0,0.0
10.0,-0.6874661761204965,-0.8861410026864567,-0.9832835298687163,-0.5011730706559882,-1.1937735026886487,0.0,1.0,0.0,0.22389559122351807,-1.4755944051395729,0.0,1.0
6.15,1.381194900421931,-0.007468714450009996,0.8293947009022248,0.3887664637647622,0.6740263548350952,1.0,0.0,0.0,-0.14133765869080184,0.06751085513710493,1.0,1.0
8.77,1.2519035831380292,-0.18320317209729933,0.6783381816713131,-1.6877591165503218,0.03727640340654619,0.0,0.0,1.0,-0.38482649196701507,1.2248398003446133,1.0,1.0
3.47,-1.0753401279722017,-1.061875460333746,-0.9832835298687163,-0.1424377544553756,-1.4909234800219715,1.0,0.0,0.0,1.1369787160093179,0.06751085513710493,0.0,0.0
10.48,0.8640296312863242,0.13311885166782148,-0.9832835298687163,-0.8530096307758197,-0.939073522117229,0.0,0.0,1.0,-1.6022706583480815,1.2248398003446133,1.0,1.0
7.37,0.3468643621507172,0.9063504653158945,0.2251686239785778,-0.9288959476644107,0.5042263677874822,0.0,0.0,1.0,0.6500010494568913,-0.704041775001234,1.0,1.0
7.23,-0.8167574934043983,1.046938031433726,1.7357338162876954,1.4442761441242569,0.5042263677874822,0.0,0.0,1.0,-0.5065709086051217,-1.0898180900704033,1.0,1.0
11.19,-1.7217967143917103,1.2578193806104732,-0.9832835298687163,0.913071925904119,-1.872973450879101,0.0,0.0,1.0,-1.6022706583480815,1.6106161154137828,0.0,0.0
5.31,0.3468643621507172,-1.1673161349221195,0.5272816624404013,0.899274413742557,0.5466763645493854,1.0,0.0,0.0,-0.8718041585194416,1.2248398003446133,1.0,1.0
9.7,0.8640296312863242,-0.25349695515621506,0.8293947009022248,-0.7978195821295716,0.164626393692256,0.0,0.0,1.0,-1.724015074986188,0.06751085513710493,1.0,1.0
5.9,0.8640296312863242,0.8360566822569788,-0.9832835298687163,-1.7843417016812562,0.164626393692256,1.0,0.0,0.0,0.46738442449973133,-0.704041775001234,1.0,0.0
8.89,-0.17030090698488967,0.2737064177856529,-0.9832835298687163,-0.011361388920536383,-0.6843735415458094,0.0,1.0,0.0,0.406512216180678,1.6106161154137828,0.0,0.0
12.3,1.381194900421931,-0.21835006362675718,0.5272816624404013,0.26458885431070406,-0.939073522117229,0.0,0.0,1.0,-1.4196540333909213,-0.3182654599320645,0.0,1.0
6.64,-0.4288835415526931,0.06282506860890573,-0.9832835298687163,-1.1427573861686222,-1.1513235059267455,1.0,0.0,0.0,-0.8718041585194416,1.2248398003446133,1.0,0.0
7.71,-1.7217967143917103,0.13311885166782148,-0.9832835298687163,-1.4669989219653297,-2.0003234411648108,0.0,0.0,1.0,0.7108732577759446,0.8390634852754438,1.0,0.0
4.1,0.3468643621507172,-1.4133443756283246,-0.07694441448324572,0.9544644623888051,0.7164763515969985,1.0,0.0,0.0,1.1369787160093179,0.8390634852754438,1.0,1.0
6.97,-1.2046314452561036,-0.7807003280980831,0.6783381816713131,0.9820594867119291,-0.8541735285934225,1.0,0.0,0.0,1.563084174242691,1.2248398003446133,0.0,0.0
5.21,-0.4288835415526931,0.0979719601383636,-0.37905745294506926,-0.8530096307758197,-0.09007358687916363,0.0,0.0,1.0,1.6239563825617442,-0.3182654599320645,1.0,0.0
6.62,0.47615567943461895,1.7498758620228834,0.8293947009022248,0.0024361232410256375,1.4805762933112574,0.0,0.0,1.0,-0.6283153252432283,0.06751085513710493,1.0,1.0
0.37,1.4458405590638819,-0.35893762974458865,0.07411210474766602,-1.184149922653308,3.178576163787388,1.0,0.0,0.0,-1.6022706583480815,0.45328717020627435,1.0,1.0
10.26,-0.8814031520463491,0.23855952625619506,-0.8322270106378045,0.7268055117230318,-0.34477356745058324,0.0,1.0,0.0,-1.724015074986188,-0.704041775001234,1.0,0.0
6.63,-0.6228205174785457,1.292966272139931,-0.9832835298687163,-1.5635815070962638,-0.34477356745058324,0.0,0.0,1.0,1.0761065076902645,0.45328717020627435,1.0,0.0
5.87,0.7347383140024224,-0.28864384668567294,0.07411210474766602,0.21629756174523695,1.3107763062636444,0.0,0.0,1.0,-0.750059741881335,-1.4755944051395729,1.0,1.0
6.67,-1.1399857866141525,1.785022753552341,0.6783381816713131,-0.425286753767397,0.6740263548350952,0.0,0.0,1.0,-0.0195932420526952,-1.0898180900704033,1.0,1.0
10.49,-0.17030090698488967,0.5548815500213159,0.2251686239785778,-0.6598444605139514,-0.09007358687916363,0.0,1.0,0.0,0.22389559122351807,-1.4755944051395729,0.0,1.0
9.01,-0.23494656562684052,0.34400020084456867,0.3762251432094895,-0.8392121186142576,-0.6843735415458094,1.0,0.0,0.0,-1.6631428666671346,-1.4755944051395729,0.0,1.0
7.56,-1.0753401279722017,-1.4836381586872405,-0.9832835298687163,0.9406669502272431,-0.9815235188791324,0.0,0.0,1.0,0.16302338290446475,0.06751085513710493,0.0,0.0
5.07,-0.10565524834293881,0.8009097907275209,-0.9832835298687163,0.4301590002494483,-0.8541735285934225,1.0,0.0,0.0,1.5022119659236377,1.2248398003446133,1.0,1.0
7.52,-0.5581748588365948,0.13311885166782148,-0.9832835298687163,-0.23902033958630972,0.5042263677874822,0.0,1.0,0.0,1.0152342993712111,-0.3182654599320645,1.0,0.0
15.63,-0.17030090698488967,-1.1321692433926618,-0.22800093371415747,0.6716154630767837,-1.872973450879101,0.0,1.0,0.0,-1.1152929917956549,-1.4755944051395729,1.0,1.0
5.94,-1.5925053971078087,0.37914709237402655,0.07411210474766602,0.08522119621039777,-0.8966235253553257,1.0,0.0,0.0,-0.20220986700985513,-0.704041775001234,1.0,1.0
7.9,0.47615567943461895,-0.7807003280980831,-0.37905745294506926,-0.45288177809052105,0.3344263807398691,0.0,0.0,1.0,1.197850924328371,-1.0898180900704033,1.0,0.0
7.78,-2.497544618095121,-0.4995251958624201,-0.9832835298687163,1.554656241416753,-2.212573424974327,1.0,0.0,0.0,-1.2370374084337614,-0.704041775001234,1.0,0.0
7.53,-0.49352920019464397,1.7498758620228834,0.6783381816713131,1.0855408279236443,-0.1325235836410669,0.0,0.0,1.0,0.8326176744140512,1.6106161154137828,0.0,1.0
7.3,0.2822187035087664,0.7306160076686052,-0.9832835298687163,1.0579458036005203,0.03727640340654619,0.0,0.0,1.0,-0.5065709086051217,-1.4755944051395729,1.0,0.0
9.45,-1.1399857866141525,-0.04261560597946786,0.8293947009022248,1.0924395840044252,-1.0239735156410357,0.0,0.0,1.0,-1.1152929917956549,-0.704041775001234,0.0,1.0
7.95,0.2175730448668155,-0.07776249750892573,-0.530113972175981,1.527061217093629,0.12217639693035273,0.0,0.0,1.0,-0.5065709086051217,0.8390634852754438,0.0,0.0
6.81,0.47615567943461895,-0.25349695515621506,-0.9832835298687163,-0.05965268148600346,0.3768763775017724,0.0,0.0,1.0,-0.750059741881335,-0.704041775001234,0.0,0.0
5.68,0.3468643621507172,-0.14805628056784145,-0.9832835298687163,-1.598075287500169,-0.4296735609743898,1.0,0.0,0.0,-0.8718041585194416,1.2248398003446133,0.0,0.0
10.51,0.9933209485702258,-0.4995251958624201,0.3762251432094895,0.899274413742557,0.12217639693035273,0.0,1.0,0.0,-0.750059741881335,0.8390634852754438,0.0,1.0
5.4,1.5751318763477835,0.16826574319727933,0.9804512201331366,0.7544005360461558,1.9899762544540966,1.0,0.0,0.0,-1.6631428666671346,-1.0898180900704033,0.0,1.0
4.53,-0.6874661761204965,1.574141404375594,-0.9832835298687163,-1.2048461908956511,0.3768763775017724,0.0,0.0,1.0,-1.4805262417099747,-0.704041775001234,1.0,0.0
7.99,0.15292738622486465,-0.32379073821513077,-0.9832835298687163,0.46465278065335336,-0.7268235383077127,0.0,0.0,1.0,0.7108732577759446,-0.704041775001234,1.0,0.0
8.19,0.15292738622486465,1.2226724890810152,-0.9832835298687163,-1.011681020633783,1.6503762803588704,0.0,1.0,0.0,-1.4805262417099747,0.45328717020627435,0.0,1.0
9.48,1.4458405590638819,-0.9212878942159145,0.5272816624404013,0.9337681941464621,0.6740263548350952,0.0,1.0,0.0,1.197850924328371,0.8390634852754438,0.0,1.0
0.53,-0.17030090698488967,0.6954691161391473,0.07411210474766602,-1.625670311823293,1.8201762674064836,1.0,0.0,0.0,-1.541398450029028,1.2248398003446133,1.0,1.0
4.69,0.5408013380765698,-1.343050592569409,-0.9832835298687163,-0.8254146064526956,0.24952638721606255,0.0,0.0,1.0,-0.0195932420526952,1.2248398003446133,1.0,0.0
7.45,2.350879780051194,0.48458776696240013,-0.22800093371415747,0.10591746445274079,0.5466763645493854,1.0,0.0,0.0,-1.2370374084337614,0.8390634852754438,1.0,1.0
7.36,-0.23494656562684052,-1.5539319417461561,-0.9832835298687163,-0.4942743145752071,0.7164763515969985,0.0,1.0,0.0,1.197850924328371,-0.3182654599320645,1.0,0.0
13.39,1.5751318763477835,0.02767817707944787,2.0378468547495188,0.6509191948344406,0.7589263483589018,0.0,1.0,0.0,0.406512216180678,-0.3182654599320645,1.0,1.0
5.87,-0.23494656562684052,-1.307903701039951,-0.9832835298687163,0.14041124485664586,-0.30232357068868,0.0,0.0,1.0,1.563084174242691,-1.4755944051395729,1.0,0.0
4.95,-0.23494656562684052,-0.9564347857453723,-0.22800093371415747,0.9682619745503671,-0.25987357392677674,0.0,0.0,1.0,0.041278966266358116,-1.4755944051395729,1.0,1.0
9.09,0.47615567943461895,-0.007468714450009996,-0.9832835298687163,-0.052753925405222446,0.2919763839779658,0.0,1.0,0.0,-1.1761652001147083,-1.0898180900704033,0.0,0.0
6.88,-0.36423788291074227,1.1172318144926416,-0.22800093371415747,-1.5635815070962638,-0.34477356745058324,0.0,0.0,1.0,1.3195953409664778,-1.4755944051395729,1.0,1.0
4.74,0.7993839726443732,-0.28864384668567294,-0.37905745294506926,-0.2873116321517768,1.0136263289303213,1.0,0.0,0.0,-1.724015074986188,-0.3182654599320645,1.0,0.0
9.01,0.08828172758291378,-0.25349695515621506,1.1315077393640482,-0.8254146064526956,-0.047623590117260355,0.0,0.0,1.0,-0.38482649196701507,0.8390634852754438,1.0,1.0
3.62,-0.8167574934043983,0.4142939839034844,-0.22800093371415747,1.5753525096590961,0.5042263677874822,0.0,0.0,1.0,0.9543620910521579,-1.4755944051395729,1.0,1.0
2.66,0.7347383140024224,-0.11290938903838359,-0.37905745294506926,-0.9564909719875349,1.4381262965493542,1.0,0.0,0.0,-0.0195932420526952,-0.3182654599320645,1.0,1.0
10.62,-0.5581748588365948,0.37914709237402655,1.886790335518607,0.6026279022689736,-0.005173593355357082,0.0,1.0,0.0,0.28476779954257136,1.2248398003446133,1.0,1.0
6.41,1.1226122658541275,-1.343050592569409,-0.9832835298687163,1.3821873393972277,0.8438263418827083,0.0,1.0,0.0,1.6239563825617442,0.45328717020627435,0.0,0.0
4.19,-0.49352920019464397,0.8712035737864366,-0.37905745294506926,1.023452023196615,-0.17497358040297017,1.0,0.0,0.0,0.7717454660949978,-1.0898180900704033,1.0,1.0
9.34,-2.303607642169268,0.34400020084456867,-0.9832835298687163,-0.6253506801100464,-2.8493233764028765,0.0,0.0,1.0,-0.6283153252432283,0.45328717020627435,0.0,0.0
3.9,-0.6874661761204965,0.519734658491858,-0.9832835298687163,0.9682619745503671,0.631576358073192,1.0,0.0,0.0,-0.8718041585194416,0.06751085513710493,1.0,0.0
9.08,1.7690688522736362,0.44944087543294226,-0.9832835298687163,-0.5563631193022363,0.41932637426367564,0.0,0.0,1.0,0.041278966266358116,0.8390634852754438,1.0,0.0
8.7,1.6397775349897346,0.5548815500213159,0.3762251432094895,1.1062370961659873,0.7589263483589018,0.0,0.0,1.0,0.6500010494568913,0.45328717020627435,1.0,0.0
5.17,0.8640296312863242,-1.1673161349221195,-0.07694441448324572,-1.4601001658845485,1.1409763192160312,1.0,0.0,0.0,-1.541398450029028,1.6106161154137828,1.0,0.0
7.5,0.9933209485702258,-1.3781974840988667,-0.9832835298687163,-1.1496561422494032,-1.0664235124029389,1.0,0.0,0.0,-0.6283153252432283,0.8390634852754438,1.0,0.0
8.61,0.3468643621507172,-1.061875460333746,-0.9832835298687163,0.07832244012961675,-0.5994735480220029,0.0,0.0,1.0,1.6239563825617442,0.45328717020627435,1.0,0.0
5.3,0.5408013380765698,-1.307903701039951,-0.8322270106378045,-1.3221250442689283,1.2258763127398378,0.0,0.0,1.0,-0.6891875335622817,1.6106161154137828,1.0,1.0
7.63,-2.0450250076014647,1.7147289704934254,0.3762251432094895,1.4994661927705049,-1.406023486498165,1.0,0.0,0.0,-0.6891875335622817,-0.3182654599320645,1.0,1.0
5.28,-1.0753401279722017,0.3088533093151108,0.9804512201331366,0.8026918286116229,-0.25987357392677674,1.0,0.0,0.0,1.2587231326474244,0.06751085513710493,1.0,1.0
5.32,-0.4288835415526931,0.2034126347267372,-0.07694441448324572,1.0648445596813012,-0.5994735480220029,0.0,0.0,1.0,1.6239563825617442,1.6106161154137828,1.0,1.0
2.05,0.4115100207926681,0.48458776696240013,-0.9832835298687163,-0.9633897280683158,1.735276273882677,1.0,0.0,0.0,-1.724015074986188,0.06751085513710493,1.0,0.0
5.36,0.6700926553604716,1.4687007297872203,-0.9832835298687163,-1.101364849683936,0.03727640340654619,0.0,0.0,1.0,1.6239563825617442,0.8390634852754438,0.0,0.0
9.39,-0.49352920019464397,1.7498758620228834,1.1315077393640482,1.1959209252161405,0.164626393692256,0.0,0.0,1.0,-1.2979096167528148,0.45328717020627435,1.0,1.0
7.74,1.6397775349897346,0.9766442483748102,-0.9832835298687163,-1.3221250442689283,1.6079262835969672,0.0,1.0,0.0,0.46738442449973133,-1.0898180900704033,1.0,0.0
4.47,1.1872579244960784,1.820169645081799,0.07411210474766602,0.05072741580649271,1.3107763062636444,1.0,0.0,0.0,-0.8109319502003883,-1.4755944051395729,0.0,1.0
6.59,-1.0106944693302509,0.16826574319727933,-0.9832835298687163,1.2580097299431696,-0.5994735480220029,0.0,0.0,1.0,0.7108732577759446,0.45328717020627435,1.0,0.0
11.96,-0.49352920019464397,0.9063504653158945,-0.37905745294506926,1.5960487779014392,-0.939073522117229,0.0,1.0,0.0,-0.20220986700985513,-0.3182654599320645,1.0,1.0
11.7,1.2519035831380292,0.02767817707944787,0.6783381816713131,-0.9702884841490969,-0.5145735544981963,0.0,0.0,1.0,-0.38482649196701507,-1.0898180900704033,1.0,1.0
10.07,0.3468643621507172,1.1172318144926416,0.6783381816713131,1.2235159495392645,-0.38722356421248655,0.0,0.0,1.0,0.6500010494568913,-1.4755944051395729,1.0,1.0
7.49,0.7347383140024224,1.785022753552341,-0.07694441448324572,-0.6460469483523894,1.2258763127398378,0.0,0.0,1.0,-1.1152929917956549,-0.3182654599320645,1.0,1.0
6.67,-0.5581748588365948,1.082084922963184,-0.22800093371415747,0.1818037813413319,0.3768763775017724,0.0,1.0,0.0,0.5282566328187847,-0.704041775001234,1.0,1.0
7.78,1.2519035831380292,-1.5187850502166982,-0.530113972175981,-1.3911126050767384,-0.005173593355357082,0.0,0.0,1.0,1.4413397576045843,1.6106161154137828,1.0,1.0
6.23,-0.8167574934043983,-1.061875460333746,1.5846772970567835,0.3059813907953901,-0.5145735544981963,0.0,0.0,1.0,1.6239563825617442,0.8390634852754438,1.0,1.0
9.4,0.6700926553604716,-0.9915816772748303,1.5846772970567835,1.554656241416753,-0.8541735285934225,0.0,0.0,1.0,0.041278966266358116,1.2248398003446133,0.0,1.0
8.8,1.3165492417799802,-0.534672087391878,-0.9832835298687163,1.6236438022245632,0.12217639693035273,0.0,0.0,1.0,-0.750059741881335,-0.704041775001234,1.0,0.0
10.71,-1.0106944693302509,-1.6242257248050718,0.5272816624404013,0.5267415853803824,-1.5758234735457781,0.0,1.0,0.0,1.2587231326474244,0.06751085513710493,0.0,1.0
7.8,0.7347383140024224,-0.7104065450391673,0.8293947009022248,0.3749689516032002,0.3768763775017724,0.0,0.0,1.0,-1.0544207834766015,0.8390634852754438,1.0,1.0
12.85,-0.10565524834293881,-1.0970223518632038,1.2825642585949601,0.5267415853803824,-0.17497358040297017,0.0,1.0,0.0,-1.541398450029028,-0.704041775001234,1.0,1.0
6.88,-1.915733690317563,-0.8509941111569987,-0.37905745294506926,-0.43908426592895905,-1.872973450879101,1.0,0.0,0.0,-0.567443116924175,1.2248398003446133,1.0,1.0
5.25,0.4115100207926681,-0.46437830433296223,-0.9832835298687163,-1.694657872631103,-0.25987357392677674,1.0,0.0,0.0,1.563084174242691,-0.704041775001234,1.0,1.0
8.22,1.5104862177058327,-0.14805628056784145,-0.9832835298687163,-1.4738976780461106,1.0560763256922248,0.0,0.0,1.0,-1.6022706583480815,-0.3182654599320645,0.0,1.0
5.64,-0.04100958970098795,-1.5539319417461561,-0.22800093371415747,0.1128162205335218,0.24952638721606255,0.0,0.0,1.0,0.22389559122351807,-0.704041775001234,0.0,1.0
5.17,0.4115100207926681,0.23855952625619506,-0.9832835298687163,-1.8050379699235992,0.164626393692256,1.0,0.0,0.0,-1.3587818250718682,1.6106161154137828,0.0,0.0
6.89,0.2822187035087664,0.02767817707944787,0.5272816624404013,0.11971497661430282,-0.25987357392677674,0.0,0.0,1.0,-0.20220986700985513,0.8390634852754438,0.0,1.0
6.42,-0.17030090698488967,0.6954691161391473,-0.22800093371415747,0.4370577563302293,0.41932637426367564,0.0,0.0,1.0,0.6500010494568913,0.06751085513710493,1.0,1.0
2.52,-0.04100958970098795,-0.25349695515621506,-0.9832835298687163,0.42326024416866725,0.9287263354065148,0.0,0.0,1.0,1.380467549285531,0.8390634852754438,1.0,0.0
4.53,0.2822187035087664,-0.9212878942159145,0.9804512201331366,0.2990826347146091,0.5891263613112887,1.0,0.0,0.0,-1.1761652001147083,-0.3182654599320645,1.0,1.0
10.06,-0.7521118347624475,-1.1673161349221195,0.5272816624404013,-0.018260145001317393,-1.533373476783875,0.0,0.0,1.0,0.3456400078616247,-0.704041775001234,1.0,1.0
8.74,1.9630058281994887,0.4142939839034844,-0.9832835298687163,-0.23902033958630972,0.3344263807398691,0.0,0.0,1.0,-0.9935485751575482,0.06751085513710493,1.0,0.0
8.54,0.928675289928275,-1.1673161349221195,-0.9832835298687163,-1.2186437030572133,0.5466763645493854,0.0,0.0,1.0,-0.6891875335622817,-0.3182654599320645,1.0,0.0
9.43,-0.6228205174785457,-0.21835006362675718,0.6783381816713131,0.11971497661430282,0.5466763645493854,0.0,1.0,0.0,0.16302338290446475,0.8390634852754438,0.0,1.0
9.62,1.7044231936316854,-1.4133443756283246,0.2251686239785778,1.568453753578315,0.801376345120805,0.0,0.0,1.0,-0.32395428364796175,-1.4755944051395729,1.0,1.0
8.33,-1.1399857866141525,1.6444351874345098,0.6783381816713131,1.547757485335972,0.631576358073192,0.0,1.0,0.0,-0.20220986700985513,-1.0898180900704033,0.0,1.0
